TieuDe,Gia,DienTich,GiaTrenM2,PhongNgu,WC,Quan,TinhThanh
"CHDV UNG VĂN KHIÊM - P25 BÌNH THẠNH ĐẸP NHẤT KHU (5,3X15) 5 TẦNG",10.0,80.0,125.0,13,13,Bình Thạnh,Hồ Chí Minh
"Sở hữu ngay căn hộ dòng thu 1,4 tỷ/ năm tại Trâu Quỳ",30.3,210.0,144.29,58,58,Gia Lâm,Hà Nội
Siêu phẩm! Căn góc 3 mặt thoáng - Hẻm 6m Thích Quảng Đức - Sẵn 4 tầng BTCT (DT: 8x8m) Chỉ 11 tỷ TL,11.0,64.0,171.88,,,Phú Nhuận,Hồ Chí Minh
Bán nhà 4 tấng dân xây BTCT chính chủ 60m,6.8,60.0,113.33,4,3,Đống Đa,Hà Nội
"Bán nhà siêu đẹp hiện đại 4 tầng, gần nhà máy bia Thanh Hóa, phường Đông Vệ, TP. Thanh Hóa",5.99,80.0,74.88,4,4,Thanh Hóa,Thanh Hóa
Lô góc Hào Nam - ngõ thông Đê La Thành - nhà 2 mặt tiền rộng - ô tô vào nhà,16.0,61.0,262.3,,,Đống Đa,Hà Nội
Chính chủ bán nhà phố Phúc Lợi,5.75,35.0,164.29,,,Long Biên,Hà Nội
"Chủ Ngộp Bán Nhà 2 tầng, Hẻm Hồ Bá Phấn, PL A, DT đất 90,6m2, ngang 4,2m, Giá 5,4 tỷ, Sân rộng",5.39,90.6,59.49,3,2,Quận 9,Hồ Chí Minh
Bán nhà đường số 79- đường 85 - đường 45 . đường 43 phường tân quy Quận 7 .dt: 8x20 ; 10x20; 7x20m,29.5,144.0,204.86,4,4,Quận 7,Hồ Chí Minh
"Bán nhà 5 Tầng 40 m -MT 6 M SDCC PHÂN LÔ Phố VỌNG Ô TÔ ĐỖ CỬA - NGÕ THÔNG KO QH SĐCC CHỈ 11,7tỷ",11.7,40.0,292.5,8,5,Hai Bà Trưng,Hà Nội
"BIỆT THỰ HXH 10M KHU BÀN CỜ XÔ VIẾT NGHỆ TĨNH, P24 BÌNH THẠNH GẦN Q1, Q3 90m 3 TẦNG 8PN, 11.x Tỷ",11.8,90.0,131.11,6,6,Bình Thạnh,Hồ Chí Minh
"BÁN NHÀ 30m2, 5 TẦNG, FULL NỘI THẤT YÊN NGHĨA HÀ ĐÔNG (T11.288.316)",4.6,30.0,153.33,3,4,Hà Đông,Hà Nội
"Bán nhà Cổ Linh - Thạch Bàn. Gần khu đô thị Garden City. Thang máy, full nội thất. LH 0965 858 ***",7.85,41.0,191.46,3,4,Long Biên,Hà Nội
"Bán nhà PL ngõ rộng đẹp nhất Tân Mai, 60m2 x 5 tầng, vỉa hè, Gara, 16.8 Tỷ",16.8,60.0,280.0,7,5,Hoàng Mai,Hà Nội
Bán căn 5 tầng đẹp - ô tô vào nhà - ngõ ô tô tránh,10.9,42.0,259.52,4,4,Hai Bà Trưng,Hà Nội
Nhà lê văn quới gần 4 xã 4x20m 4 tấm đường 8m,6.86,80.0,85.75,5,6,Bình Tân,Hồ Chí Minh
"Bán chung cư mini tại Phường Tân Thành, Tân Phú, Hồ Chí Minh, 17,5 tỷ, 528 m2 SD",17.5,128.0,136.72,,,Tân Phú,Hồ Chí Minh
"Duy nhất! Lê Trọng Tấn, 46m2, 7.9 tỷ, đẹp rộng, thoáng, rẻ, sổ vuông, gần ô tô",7.9,46.0,171.74,4,3,Thanh Xuân,Hà Nội
Mặt ngõ 68 Cầu Giấy - to hơn mặt phố - 60m2 4T MT 4.5m - sát quận ủy Cầu Giấy - kinh doanh đỉnh,19.6,60.0,326.67,4,3,Cầu Giấy,Hà Nội
"Đây rồi! Nhà HOÀNG VĂN THÁI, 42m, 8 tỷ, ngõ nông sát ô tô, ở kết hợp kinh doanh đẹp",8.0,42.0,190.48,4,3,Thanh Xuân,Hà Nội
"Nét! Nhà Phan Đình Giót, hồ Phương Liệt, 46m2, thoáng, gần hồ, ô tô, đẹp sang, chỉ 9.2 tỷ",9.2,46.0,200.0,4,3,Thanh Xuân,Hà Nội
"Đẹp! Nhà TÔN THẤT TÙNG, 42m, nhỉnh 9 tỷ, vị trí đắc địa, ngõ rộng, thoáng, sổ vuông, gần ô tô",9.0,42.0,214.29,4,3,Đống Đa,Hà Nội
"Bán nhà PHƯƠNG MAI, 45m, 9 tỷ, ngõ nông, gần hồ, gần ô tô, đẹp thoáng dân trí cao",9.0,45.0,200.0,3,3,Đống Đa,Hà Nội
"Chính chủ bán nhà Tam Trinh 95m2 7 tầng 25 phòng đường ô tô, giá 27 tỷ có TL",27.0,95.0,284.21,25,25,Hoàng Mai,Hà Nội
"Phố hiếm nhà bán Tô Vĩnh Diện, lô góc 3 thoáng, 65m2 4 tầng, xây CMNN, ở & kinh doanh đỉnh, giá tốt",12.8,65.0,196.92,4,3,Thanh Xuân,Hà Nội
"Ngay Quán Nam, Hoàng Huy, Eone - Nhà 100m2x 4 tầng mặt tiền 5m: 2 p khách, 4ngủ, thờ, bếp ăn",9.7,100.0,96.99,4,5,Lê Chân,Hải Phòng
"Rẻ hơn 1 tỷ! Bán nhà ngõ Trường Chinh, 38m*5 tầng, trước nhà 3m, Ở & Kinh doanh tốt, ACE nhanh tay!",9.6,38.0,252.63,3,,Đống Đa,Hà Nội
"Bán nhà riêng tại Xã Thành Công, Phổ Yên, Thái Nguyên, giá tốt 2ty92,6 triệu, 610m2",2.92,610.0,4.79,3,2,Phổ Yên,Thái Nguyên
Tôi chính chủ bán nhà số 8 ngõ 43 phố Phùng Chí Kiên,12.0,45.0,266.67,3,4,Cầu Giấy,Hà Nội
"Chính chủ cần bán nhà 67/44 đường Số 3, phường 8, Gò Vấp, TPHCM. Giá 4,380 tỷ",4.38,30.0,146.0,2,2,Gò Vấp,Hồ Chí Minh
"Tôi chủ nhà cần bán chung cư mini căn nhà 7,5 tầng ở số nhà 65 ngõ 337 Định Công",14.58,53.0,275.0,12,13,Hoàng Mai,Hà Nội
NHÀ MỚI NGUYÊN - ĐẸP LONG LANH - FULL NỘI THẤT - Ô TÔ ĐỖ CỔNG - KHU DÂN CƯ ĐÔNG ĐÚC - GẦN PHỐ.,3.93,30.0,131.0,3,3,Gia Lâm,Hà Nội
"Bán căn nhà phố Hữu Hưng, Đại Mỗ, Nam Từ Liêm. Ngõ oto 33m2*5T, gía 4.65 tỷ",4.65,33.0,140.91,4,4,Nam Từ Liêm,Hà Nội
"* Siêu phẩm mặt ngõ kinh doanh - Thụy Khuê - Tây Hồ* 38m2, 4 tầng, mt bề thế 6.1m, chỉ nhỉnh 9 tỷ",9.3,38.0,244.74,5,5,Tây Hồ,Hà Nội
"Bán nhà 1 lầu 167m2 gần chợ Đồn, phường Bửu Hoà, Biên Hoà, Đồng Nai",2.75,167.0,16.47,4,3,Biên Hòa,Đồng Nai
"Bán nhà riêng tại Hồ Thành Biên, P4, Quận 8| Giá tốt 3,18 tỷ 75m2, 5PN, 4WC, chính chủ. Full NT",3.18,75.0,42.4,5,4,Quận 8,Hồ Chí Minh
"Chính chủ bán nhà Thạch Bàn 43m2, 6 tầng mới, gara oto, thang máy, giá 9.3 tỷ",9.3,43.0,216.28,,,Long Biên,Hà Nội
BÁN NHÀ CỔ NHUẾ - DÂN XÂY CHẮC CHẮN - 4 TẦNG - NHỈNH 5TỶ - o to đỗ cửa,5.95,35.0,170.0,,,Bắc Từ Liêm,Hà Nội
"Bán gấp nhà tại đường 872 Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh, 7,6 tỷ, 62m2 có thương lượng",7.6,62.0,122.58,4,6,Gò Vấp,Hồ Chí Minh
"SIÊU PHẨM, NHÀ 6 TẦNG THANG MÁY MẶT TIỀN 4.6M, SỔ ĐỎ HOA KHÔI NÓI KHÔNG VỚI QUY HOẠCH",5.8,23.0,252.17,3,4,Tây Hồ,Hà Nội
"BÁN NHANH VỊ TRÍ GÓC VÀNG PHỐ AN THƯỢNG, DÒNG THU CAO TRÊN 1TY2/NĂM",25.0,110.0,227.27,9,10,Ngũ Hành Sơn,Đà Nẵng
"Bán nhà đẹp HXH - Phường Linh Đông, Phạm Văn Đồng - TP. Thủ Đức, 56m2, Giá 6,68 tỷ (TL)",6.68,56.0,119.29,4,5,Thủ Đức,Hồ Chí Minh
"Bán nhà Giáp Ngoại Giao Đoàn, Xuân La - Thang máy - ô tô - kinh doanh - 50m2 x 6 Tầng. Nhỉnh 14 Tỷ",14.78,50.0,295.6,3,5,Tây Hồ,Hà Nội
"SIÊU PHẨM 3 TẦNG MỚI TINH HXH TRUNG TÂM P. TÂN CHÁNH HIỆP CHỈ 5,05 TỶ",5.05,56.0,90.18,3,4,Quận 12,Hồ Chí Minh
"BÁN CHDV XÂY MỚI FULL NỘI THÂT ,THANG MÁY ,HẺM XE HƠI,80M2, CHỈ HƠN 9 ĐỒNG.",9.99,80.0,124.88,13,13,Bình Thạnh,Hồ Chí Minh
"Bán nhà riêng tại Phú Thượng, 5,75 tỷ, 32m2 đẹp, nhiều tiện ích",5.75,32.0,179.69,3,3,Tây Hồ,Hà Nội
"Bán nhà riêng tại Ấp 1, xã Lạc Tấn, 2,9 tỷ, 916m2, 4PN + 2WC + ngõ vào rộng",2.9,916.0,3.17,4,2,Tân Trụ,Long An
"( Chính chủ )Bán nhà Nguyễn Chánh, DT 72m2 x MT 5.5m, vị trí lô góc, gần mặt phố, đường 3 oto tránh",26.3,72.0,365.28,,,Cầu Giấy,Hà Nội
NHÀ CHÍNH CHỦ MẶT PHỐ ĐỘI CẤN. VỊ TRÍ ĐẸP- HIẾM- TRUNG TÂM BA ĐÌNH,18.5,56.0,330.36,,,Ba Đình,Hà Nội
"BÁN NHÀ KHUẤT DUY TIẾN - THANH XUÂN 32m2/ 6 Tầng giá 7,6 tỷ - NGÕ THÔNG",7.6,32.0,237.5,4,4,Thanh Xuân,Hà Nội
"Nhà phố 3 lầu 5 phòng full nội thất cao cấp hẻm nhựa 6m, xe hơi vào tận nhà khu VIP Phan Xích Long",7.95,39.0,203.85,5,4,Phú Nhuận,Hồ Chí Minh
"Bán nhà Đa Sỹ, nhà mới, ô tô đỗ cửa, nội thất xịn xò, ô chờ thang máy, 55/33 m2, 6 tỷ",6.0,55.0,109.09,3,4,Hà Đông,Hà Nội
Bán nhà mới trệt lầu khu Phú An dt 4.5x18 tây nam 3 pn giá 3.29 tỷ,3.29,81.0,40.62,,,Cái Răng,Cần Thơ
"Bán nhà riêng tại đường 30, Phường 6, Gò Vấp, HCM, giá ưu đãi 20,9 tỷ VND, 200m2",20.9,200.0,104.5,15,15,Gò Vấp,Hồ Chí Minh
"Nhà đẹp phố Lê Thánh Tông, BDS giá trị đầu tư ở sướng đang có dòng tiền cho thuê hiệu quả",13.0,45.0,288.89,4,5,Hoàn Kiếm,Hà Nội
"Bán CC mini Nguyễn Khang, 12 tỷ, 55m2, 9PN, 9WC, pháp lý đầy đủ",12.0,55.0,218.18,9,9,Cầu Giấy,Hà Nội
Chính Chủ Bán Nhà Cấp4 ( 5x20m )- Đường 20 - Khu Bên Sông - Hiệp Bình Chánh - Sau GIGAMALL,8.99,102.0,88.14,1,1,Thủ Đức,Hồ Chí Minh
"Nhà mặt tiền hẻm 3,7 x 12 = 4,5 tỷ. Hẻm 7m xe tải quay đầu. Phù hợp kinh doanh nhỏ",4.5,40.1,112.22,3,1,Gò Vấp,Hồ Chí Minh
"Bán Nhà Riêng 30m2, 8,55 tỷ, Trần Duy Hưng, p Trung Hòa, Cầu Giấy, Hà Nội - Giá tốt, view đẹp",8.55,30.0,285.0,3,4,Cầu Giấy,Hà Nội
"Chính chủ bán nhà riêng mặt phố Quyết Thắng, Yên Nghĩa, Hà Đông. Vị trí đắc địa, kd thuận tiện",14.9,93.0,160.22,,,Hà Đông,Hà Nội
"Bán nhà riêng tại Đồng Nhân, 14 tỷ, 30.5m2, Chính chủ giá cực chất",14.0,30.5,459.02,,,Hai Bà Trưng,Hà Nội
Chính chủ cần bán nhà 36m2 x 4 tầng tại ngõ 141 giáp nhị chỉ hơn 6 tỷ.,6.8,36.0,188.89,3,3,Hoàng Mai,Hà Nội
Siêu phẩm vừa xây xong - Vị trí đường Phạm Hữu Lầu P. Phú Mỹ quận 7,6.45,57.5,112.17,3,4,Quận 7,Hồ Chí Minh
BÁN NHÀ 5 TẦNG TẠI NGÕ 553 GIẢI PHÓNG CÓ SÂN RỘNG 30M NHÀ ĐẸP DÂN XÂY Ở,8.6,48.0,179.17,5,4,Hoàng Mai,Hà Nội
( TIN THẬT )MÁY IN TIỀN GIỮA LÒNG THỦ ĐÔ NHÀ DÒNG TIỀN HƠN 3 TỶ/NĂM LÔ GÓC NGUYỄN TRÃI,39.98,180.0,222.11,45,45,Thanh Xuân,Hà Nội
"Cực đẹp! Bán nhà Ngoại Giao Đoàn, Xuân Đỉnh, Lô Góc, Thang Máy, Mặt tiền 4,5m, Full đồ, 45m2*5T",7.5,40.0,187.5,3,4,Bắc Từ Liêm,Hà Nội
"Nhà đẹp 3 tầng ngay Nguyễn Duy Trinh trung tâm Q2. Thiết kế 4PN, 3WC rộng rãi, dọn đồ vào ở ngay.",6.5,77.0,84.42,4,3,Quận 2,Hồ Chí Minh
"HÀNG HIẾM !!! NHÀ C4 DT 5MX11,5M, SỔ 58M2, TÂY NAM, HẺM 8M THÔNG PHẠM VĂN BẠCH, GIÁ 6,8 TỶ TL",6.8,58.0,117.24,1,1,Tân Bình,Hồ Chí Minh
"CHÍNH CHỦ BÁN GẤP NHÀ PHÂN LÔ TRẦN QUỐC HOÀN 60m, 6TẦNG, MẶT TIỀN 4.2m, 2 THOÁNG. GIÁ CHỈ TỪ 15 tỷ",15.0,60.0,250.0,4,3,Cầu Giấy,Hà Nội
Nhà lê văn quới gần ngã 4 bốn xã giáp tân phú 4 tấm hẻm 6m,5.2,64.0,81.25,5,5,Bình Tân,Hồ Chí Minh
Hiếm nhà mới đẹp Cổ Linh Đàm Quang Trung DT 45m² 5 tầng mặt tiền: 4m giá 6.1 tỷ bao thuế phí,6.1,45.0,135.56,3,4,Long Biên,Hà Nội
"Chính chủ bán nhà riêng Đền Lừ 50m2x6 tầng mới xây thang máy, ô tô vào nhà kinh doanh dc 0984 842 ***",18.68,50.0,373.6,5,5,Hoàng Mai,Hà Nội
"XUÂN ĐỈNH, NGÕ THÔNG, GẦN CHỢ 43M2X4 TẦNG, MT: 3.5, 11X TỶ",11.6,42.0,276.19,4,3,Bắc Từ Liêm,Hà Nội
"Bán gấp nhà giá siêu hời tại Cống Quỳnh, Q1, 32m2, 2 tỷ lẽ 50 triệu chốt",2.05,32.0,64.06,2,2,Quận 1,Hồ Chí Minh
"Bán nhà Q Cầu Giấy, nhà phố Dịch Vọng. Nhà đẹp ở ngay 50m2 xây 5 tầng, 11,2 tỷ",11.2,50.0,224.0,6,5,Cầu Giấy,Hà Nội
"Bán Nhà 40m x 5 Tầng Thang Máy, Ngõ 216 Cổ Linh, Đối diện trường tiểu học Đoàn Kết",8.38,40.0,209.5,3,4,Long Biên,Hà Nội
"Bán nhà cấp 4 ngay ngã 3 Tam Đa và Nguyễn Duy Trinh, TP. Thủ Đức. SHR, tiện ở ngay 0964 110 ***",4.65,87.4,53.2,,,Thủ Đức,Hồ Chí Minh
"CHÍNH CHỦ BÁN NHÀ HOÀNG CẦU 60M2 , 7 TẦNG + TUM , THANG MÁY , NỘI THẤT NHẬP KHẨU",25.5,60.0,425.0,5,7,Đống Đa,Hà Nội
"Tôi chính chủ bán nhà ngõ 102 An Trai - Vân Canh - Hoài Đức, DT 35m, 5 tầng, ô tô đỗ cổng giá 5ty2",5.2,35.0,148.57,3,4,Hoài Đức,Hà Nội
"Siêu hot chính chủ bán nhà riêng ở ngõ 68 Nguyễn Văn Linh, 6,9 tỷ(có thương lượng) 5 tầng, 4PN, 4WC",6.9,36.0,191.67,4,4,Long Biên,Hà Nội
"BÁN NHÀ HỒNG TIẾN, 60m2, 5 TẦNG, GARA ÔTÔ, THANG MÁY, 16 TỶ, ĐƯỜNG THÔNG LÂM HẠ, LÂM DU, CỔ LINH",16.0,60.0,266.67,4,4,Long Biên,Hà Nội
"Bán nhà mới siêu rẻ 5.85 tỷ tại Mậu Lương-Kiến Hưng-Hà Đông, gần ô tô để ngày đêm-dt 34m2, 5 tầng",5.85,34.0,172.06,3,4,Hà Đông,Hà Nội
"Bán Nhà riêng tại Đông Thiên, 6,2 tỷ, 31m2, 4PN + 4WC + 5Tầng, Giá siêu hời!",6.2,31.0,200.0,4,4,Hoàng Mai,Hà Nội
"Sống xanh giữa lòng Láng Hạ. Chỉ với 9,9 tỷ cho 62m2 và không gian lý tưởng",9.9,62.0,159.68,4,4,Đống Đa,Hà Nội
"Hot! Bán gấp nhà Ngô Chí Quốc, Q. TĐ, DT 51,2m2, GIÁ 2TỶ970TR",2.97,51.2,58.01,3,3,Thủ Đức,Hồ Chí Minh
"Bán nhà riêng tại Dương Quảng Hàm, Dịch Vọng, Cầu Giấy, Hà Nội, giá tốt, 50m2",19.8,50.0,396.0,4,3,Cầu Giấy,Hà Nội
"BÁN NHÀ HẺM 42 HOÀNG HOA THÁM P7 BÌNH THẠNH, NGANG 4.6 DÀI 10, TRỆT LẦU, GIÁ CHỈ 5.85TY TL",5.85,46.0,127.17,2,3,Bình Thạnh,Hồ Chí Minh
"Bán gấp nhà riêng 8PN, 6WC, 5,2 tỷ, 100m2 tại KDC Long Hậu, Cần Giuộc, Long An",5.2,100.0,52.0,8,6,Cần Giuộc,Long An
"(Hàng Đầu Tư) Chủ cần tiền bán nhanh nhà Phố Thái Hà, 208m2 MT:9.3m - Vị trí đắc địa - KD Đỉnh",42.5,208.0,204.33,,,Đống Đa,Hà Nội
"Bán nhà vườn phong cách nhiệt đới tại Tân Phú, Ninh Ích, cách suối Ba Hồ 2,5 km giá 1,5 tỷ",1.5,180.0,8.33,2,1,Ninh Hòa,Khánh Hòa
"Bán nhà gần biển Mỹ Khê Sơn Trà, Đà Nẵng, 69.5m², giá chỉ hơn 5 tỷ",5.25,69.5,75.54,3,2,Sơn Trà,Đà Nẵng
"Cần bán gấp nhà mới đẹp ngay Phan Đăng Lưu P7, Quận Phú Nhuận, giá: 8.9 tỷ tôi thuê lại 20tr",8.9,40.0,222.5,5,4,Phú Nhuận,Hồ Chí Minh
"Bán nhà phố Ngô Quyền Hà Đông 67m2 4 tầng, mặt tiền 4.3m 13.5 tỷ, ô tô đỗ cửa, tặng nội thất",13.5,67.0,201.49,4,3,Hà Đông,Hà Nội
"Hàng hiếm tại Tân Kỳ Tân Quý, 55m2, Tân Phú, HCM , GIÁ 2Tỷ550Tr",2.55,55.0,46.36,4,3,Tân Phú,Hồ Chí Minh
Siêu phẩm nhà phố mới hoàn thiện - Full nội thất - DT 5 x 20m - giá rẻ - có video review,8.89,100.0,88.9,4,5,Nhà Bè,Hồ Chí Minh
Cực ngon. 2 mặt đường oto tránh đỗ vỉa hè. Trung Hòa Nguyễn Chánh. DT 55m2x3T tính đất. Giá 22 tỷ.,22.0,55.0,400.0,3,3,Cầu Giấy,Hà Nội
"Hàng đầu tư. Ngay Vườn Lài Tân Phú. Ngang 5m - Dài 17m. Tổng 90m2. Chỉ 6,6 tỷ",6.6,90.0,73.33,,,Tân Phú,Hồ Chí Minh
"Bán nhà Quận 7 giá tốt - Nhà đẹp 4 tầng full nội thất, diện tích 61,5m2. Giá 7.75 tỷ - Có video",7.75,61.5,126.0,4,5,Quận 7,Hồ Chí Minh
"Nhà Phố, siêu hot, tại Đại La, 8,5 tỷ, 38m2, 5 tầng, Thang máy, 1 nhà ra phố. siêu hiếm",8.5,38.0,223.68,3,4,Hai Bà Trưng,Hà Nội
"CC cần BÁN GẤP dãy trọ có 38Phòng và 1 căn nhà biệt thự Mini đang ở và 4 Kios đang cho thuê, 730m2",24.0,730.0,32.88,,,Thủ Đức,Hồ Chí Minh
"Ô tô thông- thông số vàng-phân lô-gara-thang máy nhập khẩu-bán nhà Nguyễn Sơn,Long Biên-23.7tỷ,84m2",23.7,84.0,282.14,4,,Long Biên,Hà Nội
"Bán nhanh nhà 3 lầu mái đổ hoàn công Võ Thị Thừa, An Phú Đông, Quận 12, HCM, 6,5 tỷ, 98m2, 4PN, 3WC",6.5,98.0,66.33,4,3,Quận 12,Hồ Chí Minh
"Bán nhà riêng tại đường Số 8, Bình Hưng Hòa, Bình Tân, Hồ Chí Minh, 3,7 tỷ, 62m2",3.7,62.0,59.68,3,2,Bình Tân,Hồ Chí Minh
"Cần bán gấp! Nhà cực đẹp, HXH 6m Nguyễn Hồng Đào 5 Tầng, DT: 4 x 17m, nở hậu 4.5m - 10.9 tỷ TL",10.9,70.0,155.71,4,4,Tân Bình,Hồ Chí Minh
Gia đình cần tiền để trả nợ ngân hàng cần bán gấp 150m2 trọ ngay khu đô thị MP3,2.1,150.0,14.0,5,,Bến Cát,Bình Dương
"Nhà 111/37 Vườn Lài 8,6x25m (DTCN 214.5m2) nhà cấp 4 tiện xây biệt thự, CHDV",19.0,214.5,88.58,3,2,Tân Phú,Hồ Chí Minh
"Chính chủ cần bán biệt thự mini lô góc 3 mặt, đường 15m, mặt tiền dài 30m, đỗ 7 xe ô tô ngày đêm",7.5,50.0,150.0,4,4,Hải An,Hải Phòng
"Bán nhà riêng tại Ngọc Lâm, Long Biên, Hà Nội, 6,5tỷ 37m2",6.5,37.0,175.68,5,6,Long Biên,Hà Nội
Bán nhà Riêng 2 Mặt Tiền 4 tầng 6 PN tại Lê Quang Định chỉ 10.5 tỷ Đang có TN 46 triệu/tháng,10.5,80.0,131.25,6,6,Gò Vấp,Hồ Chí Minh
"Nhà đẹp 3 lầu, ngay mặt tiền nhựa 14m, kề bên TP. HCM, sổ hồng hoàn công bao ngân hàng",2.0,72.0,27.78,4,5,Đức Hòa,Long An
TRUNG TÂM TÂN BÌNH - KHU VIP BÀU CÁT - BA VÂN - TRƯƠNG CÔNG ĐỊNH - NGUYỄN HỒNG ĐÀO- NGANG 5M X 13,8.9,65.0,136.92,3,3,Tân Bình,Hồ Chí Minh
"BÁN NHÀ Hẻm Xe Hơi đậu trước nhà,DT4x15m,2 Tầng, Trần Xuân Soạn.LH 0931 432 ***",6.9,60.0,115.0,2,2,Quận 7,Hồ Chí Minh
"Bán nhà phố Trung Kính, 36m2 5 tầng, mặt tiền 3,2m",14.0,36.0,388.89,3,5,Cầu Giấy,Hà Nội
"Cần bán gấp nhà DT 62m2, giá 3 tỷ 150 triệu hẻm xe hơi Cách Mạng Tháng 8, P12, Quận 10, SHR",3.15,62.0,50.81,5,6,Quận 10,Hồ Chí Minh
Giảm 550tr nhà mới Nguyễn Hồng Đào - nhà mới xây vào ở ngay,3.65,35.9,101.67,2,2,Tân Bình,Hồ Chí Minh
"Nhà 1 sẹc đừơng Lưu Chí Hiếu, giá 7 tỷ",7.0,54.5,128.44,4,5,Tân Phú,Hồ Chí Minh
"Bán gấp - Nhà Lô Góc Hà Trì DT 33m2 - giá 5ty8 gần Bà Triệu - Lê Lợi , ÔTÔ đỗ gần",5.8,33.0,175.76,3,4,Hà Đông,Hà Nội
"Siêu phẩm Sài Đồng, Long Biên dân xây",6.78,35.0,193.71,3,4,Long Biên,Hà Nội
NHÀ ĐẸP 4 TẦNG - NGAY TÔ HIẾN THÀNH P15- Q10 - 86M2 - NỞ HẬU TÀI LỘC - CHỈ 11.5TY TL,11.5,86.0,133.72,6,7,Quận 10,Hồ Chí Minh
"Bán nhà Hồ Văn Chương, 10m ra ô tô, nội thất xịn, nhà đẹp ở luôn đón đầu tương lai 7m ra mặt phố",12.0,40.0,300.0,3,5,Đống Đa,Hà Nội
"BÁN NHÀ NGỌC LÂM, PHÂN LÔ VỈA HÈ, NGÕ THÔNG, Ô TÔ TRÁNH, 2 THOÁNG VĨNH VIỄN,55M2, 14 TỶ",14.0,55.0,254.54,,,Long Biên,Hà Nội
"BÁN NHÀ HỒ VĂN CHƯƠNG TÔN ĐỨC THẮNG FULL NỘI THẤT XỊN, 10M RA Ô TÔ TRÁNH, Ở NGAY XEM CHỐT LUÔN!",11.99,42.0,285.48,3,5,Đống Đa,Hà Nội
"Bán nhà phố Đàm Quang Trung-Long Biên, DT:37m2, MT:4,7m, xây 6 tầng, thang máy nhập khẩu, full NT",9.3,37.0,251.35,3,4,Long Biên,Hà Nội
"Siêu hiếm - Trung Kính - nhà dân xây mới - 5 tầng - diện tích 31m2 - mặt tiền 4,2m",8.6,31.0,277.42,3,4,Cầu Giấy,Hà Nội
"Bán gấp nhà lầu đẹp, 90m2 (5x18) sổ hồng thổ cư. Giá 2 tỷ 950 đặt cọc trong tuần. Mua bán chính chủ",2.95,90.0,32.78,3,2,Biên Hòa,Đồng Nai
"Chính chủ hạ giá bán gấp khách sạn 72/6 Dương Đức Hiền, 8.20 x 16m, 3 lầu, giá 15,5 tỷ TL",15.5,131.2,118.14,13,15,Tân Phú,Hồ Chí Minh
"Ngang 6m chia làm 2 căn, sát MT Trần Xuân Soạn, doanh thu 20tr/tháng",5.9,56.0,105.36,6,6,Quận 7,Hồ Chí Minh
"Bán nhà riêng 3,65 tỷ, 24m2 tại Nguyễn Duy Cung, p 12, Gò Vấp, HCM giá tốt",3.65,24.0,152.08,2,2,Gò Vấp,Hồ Chí Minh
"Chính chủ bán nhà đường Nguyễn Hoàng, Hải Châu, DT 50m2 x 3 tầng giá chỉ hơn 3 tỷ đầy đủ tiện ích",3.54,50.0,70.8,,,Hải Châu,Đà Nẵng
"Bán nhà Đê Tô Hoàng 25m2 3 tầng thoáng sáng đẹp ở ngay chỉ 4,3 tỷ",4.3,25.0,172.0,,,Hai Bà Trưng,Hà Nội
"Chính chủ bán nhà khu phân lô đường Trung Kính, DT 60m2 x MT 4m, vị trí đẹp, đường rộng oto vào nhà",19.3,60.0,321.67,,,Cầu Giấy,Hà Nội
"Nhà HXH 7 chỗ Trường Chinh - Nguyễn Sỹ Sách, TB - 3 tầng mới đẹp - 51.1m2 ngang ~4m, chỉ 6.179 tỷ",6.18,51.1,120.92,,,Tân Bình,Hồ Chí Minh
"Bán căn góc 3 mặt tiền Đường Ngô Tất Tố, ~62m2, 4 tầng, 11CHDV, 1MB, thu nhập 70tr/tháng. Giá 17 tỷ",17.0,61.4,276.87,11,12,Bình Thạnh,Hồ Chí Minh
"Q.10 LÊ HỒNG PHONG, HXH 6M, NGAY VÒNG XOAY LÝ THÁI TỔ CHỈ NHỈNH 8 TỶ, 50M2, NGANG 4M",8.5,50.0,170.0,5,5,Quận 10,Hồ Chí Minh
"Kẹt tiền bán gấp nhà Gò Vấp, hẻm 2 ô tô tránh nhau",6.9,80.0,86.25,3,2,Gò Vấp,Hồ Chí Minh
"Chính chủ cần bán nhà đất mặt tiền hẻm Hàng Tre Phường Long Thạnh Mỹ, Tp. Thủ Đức",15.6,301.3,51.78,4,2,Thủ Đức,Hồ Chí Minh
Bán nhà riêng chính chủ tại ngõ 553 Giải Phóng,8.6,47.6,180.67,5,4,Hoàng Mai,Hà Nội
BÁN NHANH NHÀ 2 TẦNG 3 MẶT TIỀN ĐƯỜNG TRƯƠNG ĐỊNH - NGANG 8m5 - 3 THOÁNG - 120m2 - NHỈNH 9 TỶ,9.8,120.0,81.67,4,4,Sơn Trà,Đà Nẵng
"Chính chủ bán gấp nhà HXH Bạch Đằng, P.2,Q.Tân Bình,47,6m2, Giá 3,8 Tỷ đang cho thuê 22 triệu/tháng",3.8,47.6,79.83,3,4,Tân Bình,Hồ Chí Minh
Chính chủ bán nhà 5 tầng mặt Hồ Tai Trâu 71m2 4 phòng ngủ hướng Nam giá 25.9 tỷ,25.9,71.0,364.79,4,6,Long Biên,Hà Nội
